	Province/State	Country/Region	Confirmed	Deaths	Recovered	recorded_date
15919	Indiana	US	0	0	0	Mar-25
15920	Iowa	US	0	0	0	Mar-25
15921	Kansas	US	0	0	0	Mar-25
15922	Kentucky	US	0	0	0	Mar-25
15923	Minnesota	US	3	0	0	Mar-25
15924	Mississippi	US	1	0	0	Mar-25
15925	Missouri	US	2	0	0	Mar-25
15926	Nebraska	US	0	0	0	Mar-25
15927	North Carolina	US	0	0	0	Mar-25
15928	South Dakota	US	0	0	0	Mar-25
15929	Tennessee	US	0	0	0	Mar-25
15930	Texas	US	0	0	0	Mar-25
15931	West Virginia	US	0	0	0	Mar-25
15932	Georgia	US	22	0	0	Mar-25
15933	Iowa	US	0	0	0	Mar-25
15934	Colorado	US	3	0	0	Mar-25
15935	Pennsylvania	US	2	0	0	Mar-25
15936	Idaho	US	0	0	0	Mar-25
15937	Minnesota	US	0	0	0	Mar-25
15938	Alabama	US	1	0	0	Mar-25
15939	Arkansas	US	40	1	0	Mar-25
15940	Ohio	US	5	0	0	Mar-25
15941	Arkansas	US	3	0	0	Mar-25
15942	North Carolina	US	2	0	0	Mar-25
15943	Oklahoma	US	27	1	0	Mar-25
15944	Georgia	US	1	0	0	Mar-25
15945	Illinois	US	4	0	0	Mar-25
15946	Indiana	US	0	0	0	Mar-25
15947	Iowa	US	0	0	0	Mar-25
15948	Kentucky	US	0	0	0	Mar-25
15949	Michigan	US	6	0	0	Mar-25
15950	Missouri	US	1	0	0	Mar-25
15951	New York	US	10	0	0	Mar-25
15952	Ohio	US	2	0	0	Mar-25
15953	Pennsylvania	US	0	0	0	Mar-25
15954	Kansas	US	0	0	0	Mar-25
15955	Mississippi	US	11	0	0	Mar-25
15956	Oklahoma	US	0	0	0	Mar-25
15957	Georgia	US	101	2	0	Mar-25
15958	Arizona	US	1	0	0	Mar-25
15959	Texas	US	0	0	0	Mar-25
15960	Tennessee	US	1	0	0	Mar-25
15961	Arizona	US	23	1	0	Mar-25
15962	South Dakota	US	1	0	0	Mar-25
15963	Alabama	US	0	0	0	Mar-25
15964	Georgia	US	2	0	0	Mar-25
15965	Tennessee	US	0	0	0	Mar-25
15966	Kansas	US	0	0	0	Mar-25
15967	Texas	US	0	0	0	Mar-25
15968	Alabama	US	1	0	0	Mar-25
15969	Missouri	US	6	0	0	Mar-25
15970	Texas	US	0	0	0	Mar-25
15971	Illinois	US	0	0	0	Mar-25
15972	Nebraska	US	0	0	0	Mar-25
15973	New Mexico	US	0	0	0	Mar-25
15974	South Carolina	US	1	0	0	Mar-25
15975	Florida	US	47	0	0	Mar-25
15976	Texas	US	53	1	0	Mar-25
15977	Texas	US	0	0	0	Mar-25
15978	Virginia	US	0	0	0	Mar-25
15979	Texas	US	0	0	0	Mar-25
15980	Georgia	US	2	0	0	Mar-25
15981	Arkansas	US	1	0	0	Mar-25
15982	Florida	US	3	0	0	Mar-25
15983	Georgia	US	6	0	0	Mar-25
15984	New York	US	19	0	0	Mar-25
15985	Oregon	US	0	0	0	Mar-25
15986	Pennsylvania	US	1	0	0	Mar-25
15987	Washington	US	1	0	0	Mar-25
15988	Wisconsin	US	5	0	0	Mar-25
15989	Ohio	US	4	0	0	Mar-25
15990	North Carolina	US	0	0	0	Mar-25
15991	California	US	0	0	0	Mar-25
15992	Texas	US	7	0	0	Mar-25
15993	Kansas	US	0	0	0	Mar-25
15994	Oklahoma	US	0	0	0	Mar-25
15995	Texas	US	0	0	0	Mar-25
15996	Texas	US	0	0	0	Mar-25
15997	Louisiana	US	0	0	0	Mar-25
15998	Alabama	US	0	0	0	Mar-25
15999	Colorado	US	0	0	0	Mar-25
16000	California	US	108	1	0	Mar-25
16001	Wyoming	US	0	0	0	Mar-25
16002	Arkansas	US	1	0	0	Mar-25
16003	Georgia	US	0	0	0	Mar-25
16004	Illinois	US	1418	14	0	Mar-25
16005	Minnesota	US	0	0	0	Mar-25
16006	Texas	US	0	0	0	Mar-25
16007	Missouri	US	1	0	0	Mar-25
16008	New Hampshire	US	0	0	0	Mar-25
16009	Oregon	US	0	0	0	Mar-25
16010	Alabama	US	0	0	0	Mar-25
16011	Mississippi	US	6	0	0	Mar-25
16012	South Dakota	US	0	0	0	Mar-25
16013	New York	US	3	0	0	Mar-25
16014	Texas	US	1	0	0	Mar-25
16015	Ohio	US	4	0	0	Mar-25
16016	Colorado	US	0	0	0	Mar-25
16017	Texas	US	0	0	0	Mar-25
16018	Oklahoma	US	0	0	0	Mar-25
16019	Minnesota	US	0	0	0	Mar-25
16020	Alabama	US	0	0	0	Mar-25
16021	Mississippi	US	0	0	0	Mar-25
16022	Virginia	US	0	0	0	Mar-25
16023	Georgia	US	10	0	0	Mar-25
16024	Kansas	US	0	0	0	Mar-25
16025	Washington	US	3	0	0	Mar-25
16026	Oklahoma	US	0	0	0	Mar-25
16027	Virginia	US	0	0	0	Mar-25
16028	Arkansas	US	4	0	0	Mar-25
16029	Texas	US	1	0	0	Mar-25
16030	North Carolina	US	3	0	0	Mar-25
16031	Arkansas	US	1	0	0	Mar-25
16032	Georgia	US	0	0	0	Mar-25
16033	Illinois	US	0	0	0	Mar-25
16034	Indiana	US	0	0	0	Mar-25
16035	Iowa	US	0	0	0	Mar-25
16036	Kansas	US	2	0	0	Mar-25
16037	Michigan	US	0	0	0	Mar-25
16038	Missouri	US	0	0	0	Mar-25
16039	Ohio	US	1	0	0	Mar-25
16040	Pennsylvania	US	0	0	0	Mar-25
16041	Wisconsin	US	0	0	0	Mar-25
16042	Oklahoma	US	5	0	0	Mar-25
16043	Alabama	US	0	0	0	Mar-25
16044	Georgia	US	3	0	0	Mar-25
16045	Arkansas	US	6	0	0	Mar-25
16046	Kentucky	US	0	0	0	Mar-25
16047	Tennessee	US	0	0	0	Mar-25
16048	Texas	US	0	0	0	Mar-25
16049	Oregon	US	0	0	0	Mar-25
16050	Wyoming	US	0	0	0	Mar-25
16051	Texas	US	0	0	0	Mar-25
16052	Arkansas	US	1	0	0	Mar-25
16053	Minnesota	US	0	0	0	Mar-25
16054	Colorado	US	1	1	0	Mar-25
16055	Texas	US	0	0	0	Mar-25
16056	Alabama	US	4	0	0	Mar-25
16057	Virginia	US	2	0	0	Mar-25
16058	Illinois	US	1	0	0	Mar-25
16059	Kentucky	US	0	0	0	Mar-25
16060	Maine	US	87	0	0	Mar-25
16061	New Jersey	US	3	0	0	Mar-25
16062	North Carolina	US	8	0	0	Mar-25
16063	Pennsylvania	US	13	0	0	Mar-25
16064	Tennessee	US	3	0	0	Mar-25
16065	Virginia	US	0	0	0	Mar-25
16066	Nebraska	US	0	0	0	Mar-25
16067	North Carolina	US	0	0	0	Mar-25
16068	New Mexico	US	1	0	0	Mar-25
16069	Oregon	US	0	0	0	Mar-25
16070	Colorado	US	0	0	0	Mar-25
16071	Idaho	US	0	0	0	Mar-25
16072	Montana	US	0	0	0	Mar-25
16073	Nebraska	US	0	0	0	Mar-25
16074	Oklahoma	US	3	0	0	Mar-25
16075	South Dakota	US	0	0	0	Mar-25
16076	Ohio	US	206	2	0	Mar-25
16077	Georgia	US	0	0	0	Mar-25
16078	Missouri	US	0	0	0	Mar-25
16079	Utah	US	0	0	0	Mar-25
16080	Minnesota	US	21	0	0	Mar-25
16081	Nebraska	US	0	0	0	Mar-25
16082	Alabama	US	0	0	0	Mar-25
16083	Texas	US	0	0	0	Mar-25
16084	Alabama	US	2	0	0	Mar-25
16085	Arkansas	US	0	0	0	Mar-25
16086	Iowa	US	7	0	0	Mar-25
16087	Missouri	US	0	0	0	Mar-25
16088	Texas	US	247	6	0	Mar-25
16089	Wisconsin	US	88	1	0	Mar-25
16090	Montana	US	0	0	0	Mar-25
16091	Virginia	US	2	0	0	Mar-25
16092	North Carolina	US	1	0	0	Mar-25
16093	Ohio	US	1	0	0	Mar-25
16094	South Carolina	US	8	0	0	Mar-25
16095	Pennsylvania	US	10	0	0	Mar-25
16096	North Carolina	US	3	0	0	Mar-25
16097	Tennessee	US	257	2	0	Mar-25
16098	North Carolina	US	1	0	0	Mar-25
16099	Indiana	US	0	0	0	Mar-25
16100	Kentucky	US	14	0	0	Mar-25
16101	Missouri	US	0	0	0	Mar-25
16102	Iowa	US	0	0	0	Mar-25
16103	Utah	US	35	1	0	Mar-25
16104	South Dakota	US	2	0	0	Mar-25
16105	Nebraska	US	0	0	0	Mar-25
16106	Georgia	US	1	0	0	Mar-25
16107	Montana	US	0	0	0	Mar-25
16108	Nebraska	US	0	0	0	Mar-25
16109	Texas	US	0	0	0	Mar-25
16110	South Dakota	US	0	0	0	Mar-25
16111	New Mexico	US	0	0	0	Mar-25
16112	Louisiana	US	8	0	0	Mar-25
16113	Illinois	US	0	0	0	Mar-25
16114	Alabama	US	0	0	0	Mar-25
16115	Georgia	US	116	0	0	Mar-25
16116	Illinois	US	1	0	0	Mar-25
16117	Indiana	US	1	0	0	Mar-25
16118	Missouri	US	0	0	0	Mar-25
16119	Tennessee	US	0	0	0	Mar-25
16120	Florida	US	1	0	0	Mar-25
16121	Mississippi	US	36	0	0	Mar-25
16122	Texas	US	2	0	0	Mar-25
16123	Texas	US	1	0	0	Mar-25
16124	Indiana	US	2	0	0	Mar-25
16125	Georgia	US	1	0	0	Mar-25
16126	Indiana	US	7	0	0	Mar-25
16127	Iowa	US	0	0	0	Mar-25
16128	Kansas	US	0	0	0	Mar-25
16129	Tennessee	US	0	0	0	Mar-25
16130	Montana	US	0	0	0	Mar-25
16131	Ohio	US	2	0	0	Mar-25
16132	California	US	0	0	0	Mar-25
16133	Indiana	US	7	1	0	Mar-25
16134	Iowa	US	0	0	0	Mar-25
16135	New York	US	5	0	0	Mar-25
16136	Ohio	US	12	0	0	Mar-25
16137	Oklahoma	US	1	0	0	Mar-25
16138	Pennsylvania	US	101	2	0	Mar-25
16139	Colorado	US	1	0	0	Mar-25
16140	Michigan	US	0	0	0	Mar-25
16141	Texas	US	0	0	0	Mar-25
16142	Alaska	US	0	0	0	Mar-25
16143	Missouri	US	0	0	0	Mar-25
16144	Texas	US	51	0	0	Mar-25
16145	Colorado	US	214	3	0	Mar-25
16146	Iowa	US	1	0	0	Mar-25
16147	Oregon	US	10	0	0	Mar-25
16148	Arkansas	US	2	0	0	Mar-25
16149	Nebraska	US	0	0	0	Mar-25
16150	South Dakota	US	0	0	0	Mar-25
16151	Oklahoma	US	0	0	0	Mar-25
16152	South Dakota	US	0	0	0	Mar-25
16153	Texas	US	0	0	0	Mar-25
16154	Virginia	US	0	0	0	Mar-25
16155	North Dakota	US	0	0	0	Mar-25
16156	Iowa	US	0	0	0	Mar-25
16157	Kansas	US	0	0	0	Mar-25
16158	Michigan	US	0	0	0	Mar-25
16159	Tennessee	US	5	0	0	Mar-25
16160	Alaska	US	0	0	0	Mar-25
16161	South Carolina	US	1	0	0	Mar-25
16162	Texas	US	0	0	0	Mar-25
16163	Virginia	US	0	0	0	Mar-25
16164	District of Columbia	US	187	2	0	Mar-25
16165	North Dakota	US	0	0	0	Mar-25
16166	Florida	US	0	0	0	Mar-25
16167	Nebraska	US	0	0	0	Mar-25
16168	West Virginia	US	0	0	0	Mar-25
16169	Georgia	US	1	0	0	Mar-25
16170	Minnesota	US	3	0	0	Mar-25
16171	Nebraska	US	0	0	0	Mar-25
16172	Wisconsin	US	3	0	0	Mar-25
16173	Colorado	US	0	0	0	Mar-25
16174	New Mexico	US	13	0	0	Mar-25
16175	Kansas	US	1	0	0	Mar-25
16176	Texas	US	0	0	0	Mar-25
16177	Georgia	US	0	0	0	Mar-25
16178	Wisconsin	US	0	0	0	Mar-25
16179	Maryland	US	0	0	0	Mar-25
16180	South Carolina	US	4	0	0	Mar-25
16181	Georgia	US	109	6	0	Mar-25
16182	Colorado	US	53	0	0	Mar-25
16183	Georgia	US	17	0	0	Mar-25
16184	Illinois	US	1	0	0	Mar-25
16185	Kansas	US	10	0	0	Mar-25
16186	Minnesota	US	0	0	0	Mar-25
16187	Missouri	US	0	0	0	Mar-25
16188	Nebraska	US	43	0	0	Mar-25
16189	Nevada	US	3	0	0	Mar-25
16190	Oregon	US	3	0	0	Mar-25
16191	South Dakota	US	0	0	0	Mar-25
16192	Washington	US	2	0	0	Mar-25
16193	Wisconsin	US	4	0	0	Mar-25
16194	New Mexico	US	0	0	0	Mar-25
16195	Arkansas	US	0	0	0	Mar-25
16196	Illinois	US	131	0	0	Mar-25
16197	Indiana	US	1	0	0	Mar-25
16198	Iowa	US	6	1	0	Mar-25
16199	Utah	US	0	0	0	Mar-25
16200	Massachusetts	US	0	0	0	Mar-25
16201	Massachusetts	US	3	0	0	Mar-25
16202	Nebraska	US	0	0	0	Mar-25
16203	Missouri	US	1	0	0	Mar-25
16204	North Dakota	US	1	0	0	Mar-25
16205	Wisconsin	US	1	0	0	Mar-25
16206	North Carolina	US	1	0	0	Mar-25
16207	North Carolina	US	74	0	0	Mar-25
16208	New York	US	153	1	0	Mar-25
16209	Florida	US	56	3	0	Mar-25
16210	Texas	US	0	0	0	Mar-25
16211	Tennessee	US	2	0	0	Mar-25
16212	Colorado	US	120	1	0	Mar-25
16213	Georgia	US	5	1	0	Mar-25
16214	Louisiana	US	75	3	0	Mar-25
16215	Louisiana	US	0	0	0	Mar-25
16216	Louisiana	US	0	0	0	Mar-25
16217	Texas	US	1	0	0	Mar-25
16218	Michigan	US	3	0	0	Mar-25
16219	Wisconsin	US	5	0	0	Mar-25
16220	Georgia	US	0	0	0	Mar-25
16221	Texas	US	0	0	0	Mar-25
16222	New Mexico	US	1	1	0	Mar-25
16223	North Dakota	US	0	0	0	Mar-25
16224	Illinois	US	0	0	0	Mar-25
16225	North Carolina	US	0	0	0	Mar-25
16226	South Carolina	US	1	0	0	Mar-25
16227	Kentucky	US	0	0	0	Mar-25
16228	South Dakota	US	0	0	0	Mar-25
16229	Illinois	US	0	0	0	Mar-25
16230	Kansas	US	0	0	0	Mar-25
16231	Texas	US	0	0	0	Mar-25
16232	Georgia	US	3	0	0	Mar-25
16233	Illinois	US	0	0	0	Mar-25
16234	California	US	3	0	0	Mar-25
16235	Colorado	US	122	5	0	Mar-25
16236	Texas	US	16	0	0	Mar-25
16237	Colorado	US	3	0	0	Mar-25
16238	Georgia	US	0	0	0	Mar-25
16239	Kansas	US	0	0	0	Mar-25
16240	Pennsylvania	US	0	0	0	Mar-25
16241	Indiana	US	5	0	0	Mar-25
16242	Nevada	US	0	0	0	Mar-25
16243	Nevada	US	2	0	0	Mar-25
16244	Kentucky	US	0	0	0	Mar-25
16245	Kansas	US	0	0	0	Mar-25
16246	Oklahoma	US	0	0	0	Mar-25
16247	Texas	US	7	0	0	Mar-25
16248	Kansas	US	0	0	0	Mar-25
16249	Alabama	US	9	0	0	Mar-25
16250	Idaho	US	0	0	0	Mar-25
16251	Georgia	US	0	0	0	Mar-25
16252	Utah	US	0	0	0	Mar-25
16253	Iowa	US	0	0	0	Mar-25
16254	Michigan	US	2	0	0	Mar-25
16255	North Dakota	US	0	0	0	Mar-25
16256	Virginia	US	0	0	0	Mar-25
16257	Texas	US	1	0	0	Mar-25
16258	New York	US	122	1	0	Mar-25
16259	Ohio	US	2	1	0	Mar-25
16260	Pennsylvania	US	5	0	0	Mar-25
16261	Alabama	US	0	0	0	Mar-25
16262	Florida	US	14	0	0	Mar-25
16263	Nevada	US	0	0	0	Mar-25
16264	Massachusetts	US	177	0	0	Mar-25
16265	New Jersey	US	381	4	0	Mar-25
16266	New York	US	4	0	0	Mar-25
16267	Vermont	US	0	0	0	Mar-25
16268	Virginia	US	0	0	0	Mar-25
16269	Kentucky	US	0	0	0	Mar-25
16270	Alabama	US	0	0	0	Mar-25
16271	Nevada	US	0	0	0	Mar-25
16272	Louisiana	US	2	0	0	Mar-25
16273	Georgia	US	0	0	0	Mar-25
16274	Alaska	US	10	0	0	Mar-25
16275	Virginia	US	76	1	0	Mar-25
16276	Virginia	US	1	0	0	Mar-25
16277	Connecticut	US	546	12	0	Mar-25
16278	Ohio	US	5	0	0	Mar-25
16279	South Carolina	US	3	0	0	Mar-25
16280	South Dakota	US	0	0	0	Mar-25
16281	Montana	US	0	0	0	Mar-25
16282	Texas	US	1	0	0	Mar-25
16283	Virginia	US	0	0	0	Mar-25
16284	Georgia	US	1	0	0	Mar-25
16285	Texas	US	1	0	0	Mar-25
16286	Minnesota	US	0	0	0	Mar-25
16287	South Dakota	US	0	0	0	Mar-25
16288	Arkansas	US	23	0	0	Mar-25
16289	Virginia	US	0	0	0	Mar-25
16290	Alabama	US	0	0	0	Mar-25
16291	Georgia	US	12	1	0	Mar-25
16292	Illinois	US	0	0	0	Mar-25
16293	Indiana	US	3	0	0	Mar-25
16294	Iowa	US	1	0	0	Mar-25
16295	Kentucky	US	28	1	0	Mar-25
16296	Ohio	US	1	0	0	Mar-25
16297	Pennsylvania	US	4	0	0	Mar-25
16298	Tennessee	US	3	0	0	Mar-25
16299	Texas	US	1	0	0	Mar-25
16300	West Virginia	US	0	0	0	Mar-25
16301	Tennessee	US	0	0	0	Mar-25
16302	Montana	US	0	0	0	Mar-25
16303	Washington	US	0	0	0	Mar-25
16304	Minnesota	US	3	0	0	Mar-25
16305	Nebraska	US	0	0	0	Mar-25
16306	Kansas	US	0	0	0	Mar-25
16307	Texas	US	0	0	0	Mar-25
16308	Florida	US	5	0	0	Mar-25
16309	Montana	US	5	0	0	Mar-25
16310	Kentucky	US	0	0	0	Mar-25
16311	South Carolina	US	5	2	0	Mar-25
16312	Wisconsin	US	0	0	0	Mar-25
16313	Georgia	US	14	1	0	Mar-25
16314	Indiana	US	6	0	0	Mar-25
16315	Iowa	US	0	0	0	Mar-25
16316	Kentucky	US	0	0	0	Mar-25
16317	Texas	US	0	0	0	Mar-25
16318	Virginia	US	0	0	0	Mar-25
16319	Virginia	US	1	0	0	Mar-25
16320	Texas	US	0	0	0	Mar-25
16321	Wisconsin	US	18	1	0	Mar-25
16322	Illinois	US	0	0	0	Mar-25
16323	Kansas	US	0	0	0	Mar-25
16324	Pennsylvania	US	0	0	0	Mar-25
16325	Wisconsin	US	0	0	0	Mar-25
16326	Mississippi	US	15	0	0	Mar-25
16327	Georgia	US	9	0	0	Mar-25
16328	North Carolina	US	15	0	0	Mar-25
16329	Texas	US	46	0	0	Mar-25
16330	North Dakota	US	1	0	0	Mar-25
16331	Indiana	US	0	0	0	Mar-25
16332	Alabama	US	2	0	0	Mar-25
16333	Arkansas	US	0	0	0	Mar-25
16334	Florida	US	0	0	0	Mar-25
16335	Georgia	US	0	0	0	Mar-25
16336	Idaho	US	0	0	0	Mar-25
16337	Illinois	US	0	0	0	Mar-25
16338	Indiana	US	7	0	0	Mar-25
16339	Iowa	US	0	0	0	Mar-25
16340	Kansas	US	1	0	0	Mar-25
16341	Kentucky	US	2	0	0	Mar-25
16342	Louisiana	US	0	0	0	Mar-25
16343	Maine	US	0	0	0	Mar-25
16344	Massachusetts	US	14	0	0	Mar-25
16345	Mississippi	US	3	0	0	Mar-25
16346	Missouri	US	3	0	0	Mar-25
16347	Nebraska	US	0	0	0	Mar-25
16348	New York	US	1	0	0	Mar-25
16349	North Carolina	US	5	0	0	Mar-25
16350	Ohio	US	88	2	0	Mar-25
16351	Pennsylvania	US	5	0	0	Mar-25
16352	Tennessee	US	1	0	0	Mar-25
16353	Texas	US	0	0	0	Mar-25
16354	Vermont	US	3	0	0	Mar-25
16355	Virginia	US	1	0	0	Mar-25
16356	Washington	US	7	0	0	Mar-25
16357	Virginia	US	0	0	0	Mar-25
16358	Maryland	US	7	0	0	Mar-25
16359	Virginia	US	2	0	0	Mar-25
16360	Virginia	US	1	0	0	Mar-25
16361	Minnesota	US	0	0	0	Mar-25
16362	Texas	US	0	0	0	Mar-25
16363	Colorado	US	1	0	0	Mar-25
16364	Idaho	US	0	0	0	Mar-25
16365	Iowa	US	0	0	0	Mar-25
16366	Wyoming	US	13	0	0	Mar-25
16367	California	US	18	0	0	Mar-25
16368	Texas	US	0	0	0	Mar-25
16369	Nebraska	US	0	0	0	Mar-25
16370	Arkansas	US	0	0	0	Mar-25
16371	Georgia	US	198	2	0	Mar-25
16372	Illinois	US	0	0	0	Mar-25
16373	Indiana	US	0	0	0	Mar-25
16374	Kentucky	US	0	0	0	Mar-25
16375	New York	US	1	0	0	Mar-25
16376	Ohio	US	0	0	0	Mar-25
16377	Pennsylvania	US	0	0	0	Mar-25
16378	Nebraska	US	0	0	0	Mar-25
16379	Florida	US	1	0	0	Mar-25
16380	Nebraska	US	1	0	0	Mar-25
16381	Texas	US	1	0	0	Mar-25
16382	Virginia	US	0	0	0	Mar-25
16383	Illinois	US	0	0	0	Mar-25
16384	Kentucky	US	0	0	0	Mar-25
16385	Montana	US	24	0	0	Mar-25
16386	Ohio	US	1	1	0	Mar-25
16387	Texas	US	22	0	0	Mar-25
16388	Nebraska	US	0	0	0	Mar-25
16389	Colorado	US	10	0	0	Mar-25
16390	Montana	US	0	0	0	Mar-25
16391	Nebraska	US	0	0	0	Mar-25
16392	Oklahoma	US	0	0	0	Mar-25
16393	Utah	US	0	0	0	Mar-25
16394	Washington	US	0	0	0	Mar-25
16395	Arkansas	US	16	0	0	Mar-25
16396	Kentucky	US	0	0	0	Mar-25
16397	Maryland	US	3	0	0	Mar-25
16398	Oklahoma	US	2	0	0	Mar-25
16399	Texas	US	0	0	0	Mar-25
16400	Missouri	US	0	0	0	Mar-25
16401	North Carolina	US	6	0	0	Mar-25
16402	North Carolina	US	0	0	0	Mar-25
16403	Kansas	US	0	0	0	Mar-25
16404	Ohio	US	4	0	0	Mar-25
16405	Idaho	US	0	0	0	Mar-25
16406	Michigan	US	46	0	0	Mar-25
16407	New York	US	2	0	0	Mar-25
16408	Alabama	US	0	0	0	Mar-25
16409	Missouri	US	0	0	0	Mar-25
16410	Mississippi	US	1	0	0	Mar-25
16411	South Carolina	US	2	0	0	Mar-25
16412	Indiana	US	2	0	0	Mar-25
16413	Tennessee	US	2	0	0	Mar-25
16414	Arizona	US	0	0	0	Mar-25
16415	Florida	US	0	0	0	Mar-25
16416	Tennessee	US	0	0	0	Mar-25
16417	Virginia	US	0	0	0	Mar-25
16418	Texas	US	0	0	0	Mar-25
16419	Oregon	US	0	0	0	Mar-25
16420	Georgia	US	0	0	0	Mar-25
16421	West Virginia	US	0	0	0	Mar-25
16422	Colorado	US	0	0	0	Mar-25
16423	Montana	US	0	0	0	Mar-25
16424	Florida	US	0	0	0	Mar-25
16425	Michigan	US	2	0	0	Mar-25
16426	Georgia	US	0	0	0	Mar-25
16427	Texas	US	0	0	0	Mar-25
16428	California	US	0	0	0	Mar-25
16429	New Jersey	US	23	0	0	Mar-25
16430	Virginia	US	2	0	0	Mar-25
16431	Georgia	US	5	0	0	Mar-25
16432	Michigan	US	0	0	0	Mar-25
16433	Montana	US	0	0	0	Mar-25
16434	North Dakota	US	0	0	0	Mar-25
16435	Texas	US	0	0	0	Mar-25
16436	Texas	US	0	0	0	Mar-25
16437	Virginia	US	3	0	0	Mar-25
16438	Minnesota	US	1	0	0	Mar-25
16439	Idaho	US	0	0	0	Mar-25
16440	Georgia	US	8	0	0	Mar-25
16441	Wyoming	US	0	0	0	Mar-25
16442	Nebraska	US	0	0	0	Mar-25
16443	Kansas	US	0	0	0	Mar-25
16444	Georgia	US	0	0	0	Mar-25
16445	Oklahoma	US	1	0	0	Mar-25
16446	New Hampshire	US	21	0	0	Mar-25
16447	Arizona	US	2	0	0	Mar-25
16448	Kansas	US	0	0	0	Mar-25
16449	North Carolina	US	0	0	0	Mar-25
16450	Tennessee	US	0	0	0	Mar-25
16451	Colorado	US	2	0	0	Mar-25
16452	Utah	US	0	0	0	Mar-25
16453	North Dakota	US	0	0	0	Mar-25
16454	Vermont	US	0	0	0	Mar-25
16455	Michigan	US	3	0	0	Mar-25
16456	Montana	US	0	0	0	Mar-25
16457	Arkansas	US	3	0	0	Mar-25
16458	Indiana	US	3	0	0	Mar-25
16459	Kansas	US	0	0	0	Mar-25
16460	Kentucky	US	0	0	0	Mar-25
16461	Louisiana	US	1	0	0	Mar-25
16462	Minnesota	US	0	0	0	Mar-25
16463	Nebraska	US	0	0	0	Mar-25
16464	New Mexico	US	0	0	0	Mar-25
16465	North Dakota	US	0	0	0	Mar-25
16466	Oklahoma	US	0	0	0	Mar-25
16467	Oregon	US	1	0	0	Mar-25
16468	South Dakota	US	0	0	0	Mar-25
16469	Washington	US	27	1	0	Mar-25
16470	West Virginia	US	0	0	0	Mar-25
16471	Wisconsin	US	1	0	0	Mar-25
16472	North Carolina	US	1	0	0	Mar-25
16473	Michigan	US	0	0	0	Mar-25
16474	Kentucky	US	0	0	0	Mar-25
16475	Kansas	US	0	0	0	Mar-25
16476	Texas	US	0	0	0	Mar-25
16477	Washington	US	1	0	0	Mar-25
16478	Kentucky	US	0	0	0	Mar-25
16479	Texas	US	2	0	0	Mar-25
16480	Virginia	US	0	0	0	Mar-25
16481	Kansas	US	0	0	0	Mar-25
16482	Nebraska	US	0	0	0	Mar-25
16483	Kentucky	US	0	0	0	Mar-25
16484	Wisconsin	US	1	0	0	Mar-25
16485	Wisconsin	US	0	0	0	Mar-25
16486	West Virginia	US	0	0	0	Mar-25
16487	Alabama	US	0	0	0	Mar-25
16488	Arkansas	US	1	0	0	Mar-25
16489	Georgia	US	2	0	0	Mar-25
16490	Illinois	US	0	0	0	Mar-25
16491	Indiana	US	0	0	0	Mar-25
16492	Iowa	US	0	0	0	Mar-25
16493	Mississippi	US	0	0	0	Mar-25
16494	Missouri	US	23	3	0	Mar-25
16495	New York	US	4	0	0	Mar-25
16496	North Carolina	US	0	0	0	Mar-25
16497	Ohio	US	3	0	0	Mar-25
16498	Pennsylvania	US	2	0	0	Mar-25
16499	Tennessee	US	7	0	0	Mar-25
16500	Virginia	US	0	0	0	Mar-25
16501	Arizona	US	0	0	0	Mar-25
16502	Virginia	US	0	0	0	Mar-25
16503	Kentucky	US	0	0	0	Mar-25
16504	South Carolina	US	50	0	0	Mar-25
16505	Kansas	US	0	0	0	Mar-25
16506	South Carolina	US	2	0	0	Mar-25
16507	Oklahoma	US	0	0	0	Mar-25
16508	Texas	US	3	0	0	Mar-25
16509	South Dakota	US	0	0	0	Mar-25
16510	Mississippi	US	2	0	0	Mar-25
16511	North Dakota	US	0	0	0	Mar-25
16512	Texas	US	2	0	0	Mar-25
16513	Illinois	US	1	0	0	Mar-25
16514	Iowa	US	0	0	0	Mar-25
16515	Missouri	US	0	0	0	Mar-25
16516	Tennessee	US	1	0	0	Mar-25
16517	New Mexico	US	0	0	0	Mar-25
16518	Texas	US	4	0	0	Mar-25
16519	Ohio	US	0	0	0	Mar-25
16520	North Carolina	US	22	0	0	Mar-25
16521	Florida	US	0	0	0	Mar-25
16522	Colorado	US	40	0	0	Mar-25
16523	Iowa	US	0	0	0	Mar-25
16524	Georgia	US	48	1	0	Mar-25
16525	South Dakota	US	0	0	0	Mar-25
16526	Georgia	US	0	0	0	Mar-25
16527	Alaska	US	0	0	0	Mar-25
16528	Alabama	US	0	0	0	Mar-25
16529	Texas	US	1	0	0	Mar-25
16530	North Carolina	US	0	0	0	Mar-25
16531	Virginia	US	1	0	0	Mar-25
16532	Georgia	US	19	0	0	Mar-25
16533	Nebraska	US	0	0	0	Mar-25
16534	Texas	US	0	0	0	Mar-25
16535	Tennessee	US	2	0	0	Mar-25
16536	Florida	US	0	0	0	Mar-25
16537	Illinois	US	0	0	0	Mar-25
16538	Indiana	US	30	0	0	Mar-25
16539	Iowa	US	0	0	0	Mar-25
16540	Kansas	US	0	0	0	Mar-25
16541	Nebraska	US	0	0	0	Mar-25
16542	New York	US	2	0	0	Mar-25
16543	Ohio	US	48	0	0	Mar-25
16544	Tennessee	US	26	1	0	Mar-25
16545	Texas	US	0	0	0	Mar-25
